feature_set,sampling_file,training_set,model,grid_row,step,estimate_LogLoss,estimate_MSE,estimate_In_Sample_R2,estimate_R2_Holdout,estimate_AUC,ci_lower_LogLoss,ci_lower_MSE,ci_lower_In_Sample_R2,ci_lower_R2_Holdout,ci_lower_AUC,ci_upper_LogLoss,ci_upper_MSE,ci_upper_In_Sample_R2,ci_upper_R2_Holdout,ci_upper_AUC,evaluation_set,estimate_F1_Score,estimate_Accuracy,ci_lower_F1_Score,ci_lower_Accuracy,ci_upper_F1_Score,ci_upper_Accuracy,threshold_F1_Score,threshold_Accuracy,selection_set
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_200,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.396453698,0.118604963,0.039862135,0.046521368,0.712191612,0.393001021,0.117521442,0.037183249,0.043667341,0.709410163,0.399752043,0.119638367,0.042713856,0.049468301,0.714953889,evaluation_selection_50_percent_split,0.379996578,0.855627478,0.376516963,0.854136307,0.383399534,0.857191514,0.106894937,0.496894937,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_200,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.396387287,0.118810938,0.041079546,0.047947004,0.714116684,0.393016654,0.117750663,0.038170364,0.044879272,0.711135929,0.399805786,0.119883083,0.043983287,0.050959368,0.717143827,evaluation_test_50_percent_split,0.383289782,0.8551046,0.379700961,0.853598783,0.386963153,0.856571564,0.106894937,0.496894937,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_200,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.39660736,0.118779451,0.04131111,0.048175198,0.713527922,0.395152101,0.118349905,0.040153347,0.046988661,0.712308542,0.39801623,0.119219873,0.042473951,0.049363812,0.714722638,official_holdout_set,0.382175492,0.855108706,0.380769764,0.85450452,0.383590821,0.855714451,0.106894937,0.496894937,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_2000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.370840313,0.113706743,0.079514495,0.079540622,0.746640083,0.367913487,0.112763796,0.076435931,0.076465313,0.744255317,0.37366819,0.114619101,0.082649338,0.082695681,0.749173152,evaluation_selection_50_percent_split,0.38950067,0.855627478,0.385799246,0.854136307,0.393210572,0.857191514,0.160557734,0.730557734,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_2000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.3706804,0.113846359,0.081148554,0.081191105,0.748296441,0.367891343,0.112927853,0.077805866,0.077847796,0.74556074,0.373718806,0.11479818,0.084527963,0.0846016,0.750906039,evaluation_test_50_percent_split,0.391769164,0.8551046,0.387919185,0.853598783,0.395542318,0.856571564,0.160557734,0.730557734,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_2000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.370691421,0.113911908,0.080597867,0.080640298,0.74820881,0.369409293,0.113513358,0.079298549,0.079331347,0.74710157,0.371888129,0.11428729,0.081960813,0.082016117,0.749265794,official_holdout_set,0.391082487,0.855108706,0.389499168,0.85450452,0.392549725,0.855714451,0.160557734,0.730557734,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_400,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.37741047,0.116552985,0.056473432,0.056834053,0.737164781,0.374457791,0.115577895,0.052982005,0.053340127,0.734705067,0.380354101,0.117524714,0.06000346,0.06037313,0.739748047,evaluation_selection_50_percent_split,0.390264931,0.855627478,0.386620121,0.854136307,0.394009554,0.857191514,0.154473489,0.674473489,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_400,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.37761359,0.116850359,0.05690333,0.057319446,0.73824894,0.374636509,0.115901342,0.053328805,0.053674139,0.735528639,0.38065356,0.117837899,0.060575963,0.061051151,0.740965298,evaluation_test_50_percent_split,0.390802877,0.8551046,0.386970123,0.853598783,0.394650257,0.856571564,0.154473489,0.674473489,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_400,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.377501947,0.11674693,0.057715926,0.058131232,0.738260158,0.376229493,0.116339049,0.05627035,0.056644398,0.737140291,0.378722593,0.117141102,0.059122771,0.05955647,0.739324967,official_holdout_set,0.390600463,0.855108706,0.389103047,0.85450452,0.392056353,0.855714451,0.154473489,0.674473489,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_4000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.366054771,0.11339326,0.082052221,0.082057878,0.745482193,0.36342713,0.112482809,0.079034175,0.079034833,0.74300173,0.368650385,0.114273131,0.084983975,0.085009098,0.747951849,evaluation_selection_50_percent_split,0.386171927,0.855627478,0.382492381,0.854136307,0.389841047,0.857191514,0.160614706,0.680614706,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_4000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.364968957,0.113213308,0.086257894,0.086272254,0.748769434,0.362360363,0.112317577,0.083093966,0.083098344,0.746103765,0.367747267,0.114146971,0.089432474,0.089474938,0.751388571,evaluation_test_50_percent_split,0.38898755,0.8551046,0.385108117,0.853598783,0.392928791,0.856571564,0.160614706,0.680614706,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_4000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.365695162,0.113437935,0.084423385,0.084437689,0.747347103,0.364586071,0.113068815,0.083169931,0.08318451,0.746270973,0.366796847,0.113811284,0.085700579,0.085720483,0.74841759,official_holdout_set,0.387908869,0.855108706,0.386356268,0.85450452,0.389400502,0.855714451,0.160614706,0.680614706,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_800,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.378699518,0.1155852,0.064307896,0.065161827,0.739734642,0.375608837,0.114606285,0.061135497,0.061901017,0.737285706,0.381686175,0.116536522,0.067337488,0.068252711,0.742216647,evaluation_selection_50_percent_split,0.381654174,0.855627478,0.378185888,0.854136307,0.38512312,0.857191514,0.131574304,0.631574304,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_800,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.379087729,0.115868276,0.064829703,0.065766344,0.740661146,0.376042699,0.114904886,0.061471871,0.062327892,0.737994873,0.382323767,0.116838775,0.068203414,0.06924253,0.743291533,evaluation_test_50_percent_split,0.381896049,0.8551046,0.378354074,0.853598783,0.385589261,0.856571564,0.131574304,0.631574304,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_800,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.378955719,0.11589353,0.064603865,0.065540064,0.740312204,0.377619928,0.115484706,0.063251371,0.064159429,0.739239374,0.380229955,0.116292491,0.065894368,0.066845785,0.741364681,official_holdout_set,0.382850981,0.855108706,0.381457553,0.85450452,0.384232103,0.855714451,0.131574304,0.631574304,evaluation_selection_50_percent_split
ego_AS,pmt_train_and_evaluation_samples_seed_3_241016_with_holdout.csv,train_sample_n_8000,catboost,"learning_rate=NA,subsample=0.8,depth=6",1000,0.364280714,0.112666657,0.087934256,0.08800624,0.747233668,0.361648538,0.111723243,0.08518131,0.085246657,0.744766431,0.366834758,0.113530551,0.09078226,0.090862074,0.749822239,evaluation_selection_50_percent_split,0.388131387,0.855627478,0.384449886,0.854136307,0.391629828,0.857191514,0.160438683,0.450438683,evaluation_selection_50_percent_split
